,host_listings_count,host_total_listings_count,bathrooms,bedrooms,beds
0,842.0,921.0,1.0,2.0,3.0
1,2.0,6.0,1.0,1.0,1.0
2,46.0,46.0,1.5,1.0,1.0
3,46.0,46.0,1.5,1.0,1.0
4,1.0,1.0,1.0,2.0,2.0
5,1.0,4.0,1.0,1.0,1.0
6,1.0,2.0,1.0,2.0,4.0
7,46.0,46.0,1.5,1.0,1.0
8,46.0,46.0,1.5,1.0,1.0
9,46.0,46.0,1.5,1.0,1.0
10,1.0,1.0,1.0,1.0,1.0
11,2.0,2.0,3.0,3.0,3.0
12,1.0,6.0,1.0,1.0,1.0
13,1.0,3.0,1.0,1.0,3.0
14,2.0,2.0,1.0,2.0,3.0
15,1.0,1.0,1.0,2.0,2.0
16,1.0,1.0,1.0,1.0,1.0
17,2.0,2.0,1.0,1.0,1.0
18,1.0,1.0,1.0,1.0,1.0
19,1.0,3.0,2.5,2.0,3.0
20,7.0,17.0,1.0,2.0,2.0
21,7.0,17.0,1.0,2.0,0.0
22,1.0,2.0,1.0,1.0,2.0
23,2.0,2.0,1.0,2.0,2.0
24,1.0,1.0,1.0,1.0,1.0
25,3.0,9.0,1.0,2.0,3.0
26,1.0,1.0,2.0,2.0,3.0
27,1.0,1.0,1.0,1.0,2.0
28,2.0,2.0,1.5,1.0,1.0
29,3.0,3.0,2.0,2.0,2.0
30,1.0,1.0,1.0,2.0,2.0
31,1.0,7.0,1.0,2.0,2.0
32,76.0,101.0,2.0,3.0,5.0
33,3.0,3.0,1.0,1.0,0.0
34,1.0,3.0,1.0,2.0,2.0
35,1.0,1.0,1.5,1.0,2.3
36,1.0,1.0,1.0,1.0,1.0
37,3.0,4.0,1.0,1.0,1.0
38,3.0,3.0,1.0,1.0,1.0
39,1.0,1.0,1.0,0.0,1.0
40,2.0,3.0,1.0,3.0,3.0
41,2.0,3.0,1.0,1.0,1.0
42,1.0,1.0,2.0,3.0,4.0
43,2.0,3.0,1.5,1.0,1.0
44,5.0,7.0,1.0,1.0,2.0
45,1.0,1.0,2.0,2.0,2.0
46,1.0,4.0,1.0,1.0,1.0
47,2.0,4.0,2.0,1.0,1.0
48,1.0,1.0,2.5,3.0,3.0
49,2.0,2.0,1.0,2.0,2.0
50,2.0,3.0,2.0,1.0,1.0
51,1.0,1.0,1.0,1.0,1.0
52,2.0,2.0,2.0,3.0,3.0
53,1.0,2.0,1.0,2.0,3.0
54,2.0,4.0,2.0,1.0,1.0
55,1.0,4.0,1.0,1.0,1.0
56,1.0,1.0,1.5,3.0,3.0
57,51.0,161.0,2.0,2.0,3.0
58,1.0,1.0,1.0,1.0,1.0
59,1.0,1.0,1.5,1.0,1.0
60,1.0,2.0,1.0,1.0,1.0
61,1.0,2.0,1.0,1.0,2.0
62,3.0,3.0,1.0,1.0,1.0
63,3.0,3.0,1.0,0.0,1.0
64,1.0,1.0,1.5,4.0,2.3
65,1.0,2.0,2.5,2.0,3.0
66,1.0,2.0,2.0,2.0,2.0
67,2.0,3.0,1.0,2.0,2.0
68,1.0,3.0,1.0,2.0,2.0
69,2.0,2.0,1.5,2.0,2.0
70,15.0,29.0,1.0,2.0,2.0
71,1.0,4.0,1.0,1.0,2.0
72,1.0,1.0,1.0,1.0,1.0
73,2.0,2.0,1.5,2.0,2.0
74,1.0,1.0,2.0,3.0,3.0
75,1.0,1.0,1.5,2.0,2.3
76,1.0,2.0,2.5,4.0,6.0
77,1.0,3.0,1.0,1.0,1.0
78,2.0,2.0,1.0,3.0,5.0
79,51.0,161.0,2.0,2.0,2.0
80,1.0,2.0,1.5,1.0,2.3
81,2.0,2.0,1.0,1.0,2.0
82,1.0,4.0,1.0,1.0,1.0
83,1.0,2.0,1.0,2.0,2.0
84,2.0,3.0,1.0,1.0,1.0
85,1.0,1.0,1.0,2.0,3.0
86,1.0,1.0,1.0,1.0,1.0
87,1.0,4.0,1.0,1.0,0.0
88,1.0,2.0,1.0,2.0,2.0
89,1.0,1.0,1.0,2.0,2.0
90,1.0,1.0,1.0,1.0,1.0
91,2.0,4.0,1.0,1.0,1.0
92,2.0,2.0,1.5,2.0,2.3
93,1.0,1.0,1.5,1.0,2.0
94,1.0,1.0,2.0,2.0,3.0
95,2.0,4.0,2.0,1.0,1.0
96,1.0,2.0,2.0,2.0,2.0
97,1.0,1.0,1.5,2.0,2.0
98,1.0,1.0,2.5,4.0,4.0
99,1.0,1.0,1.0,1.0,1.0
100,2.0,2.0,2.0,3.0,7.0
101,1.0,1.0,1.0,1.0,1.0
102,1.0,1.0,1.5,1.0,2.3
103,1.0,2.0,1.0,1.0,1.0
104,1.0,1.0,1.0,0.0,2.0
105,55.0,85.0,2.5,4.0,7.0
106,1.0,1.0,1.0,2.0,2.0
107,1.0,1.0,1.0,1.0,1.0
108,96.0,184.0,1.0,1.0,1.0
109,5.0,7.0,1.0,1.0,2.0
110,1.0,1.0,1.0,1.0,1.0
111,96.0,184.0,3.0,3.0,2.0
112,1.0,1.0,1.0,1.0,1.0
113,1.0,1.0,1.0,2.0,2.0
114,1.0,1.0,1.0,1.0,1.0
115,3.0,6.0,1.0,0.0,0.0
116,1.0,1.0,1.0,1.0,1.0
117,2.0,5.0,1.0,0.0,1.0
118,1.0,1.0,1.0,1.0,2.0
119,2.0,2.0,1.0,1.0,1.0
120,5.0,5.0,1.0,1.0,2.0
121,1.0,1.0,1.5,1.0,2.3
122,1.0,2.0,1.0,1.0,2.0
123,2.0,2.0,1.0,2.0,2.0
124,5.0,5.0,1.0,1.0,3.0
125,5.0,5.0,1.5,1.0,1.0
126,2.0,2.0,1.0,1.0,1.0
127,2.0,4.0,2.0,4.0,4.0
128,55.0,83.0,4.0,5.0,5.0
129,1.0,3.0,1.0,2.0,3.0
130,1.0,1.0,1.0,1.0,1.0
131,1.0,2.0,1.5,3.0,3.0
132,1.0,5.0,1.5,3.0,3.0
133,2.0,11.0,1.5,2.0,2.3
134,96.0,184.0,4.0,4.0,5.0
135,2.0,3.0,1.0,2.0,2.0
136,4.0,5.0,1.0,1.0,2.0
137,1.0,1.0,2.0,3.0,4.0
138,1.0,1.0,1.0,1.0,1.0
139,2.0,4.0,2.0,1.0,2.0
140,14.0,23.0,1.0,1.0,1.0
141,14.0,23.0,1.0,2.0,4.0
142,4.0,4.0,1.5,2.0,2.3
143,2.0,4.0,2.0,1.0,1.0
144,3.0,12.0,1.0,1.0,1.0
145,1.0,1.0,1.5,3.0,4.0
146,1.0,1.0,1.0,1.0,1.0
147,3.0,4.0,1.0,2.0,3.0
148,1.0,1.0,1.0,1.0,1.0
149,5.0,7.0,1.0,1.0,2.0
150,2.0,2.0,1.0,2.0,3.0
151,1.0,1.0,1.0,3.0,2.0
152,1.0,1.0,1.5,3.0,3.0
153,1.0,2.0,2.5,2.0,2.0
154,1.0,1.0,1.0,2.0,2.0
155,2.0,4.0,1.0,1.0,1.0
156,1.0,1.0,1.0,1.0,1.0
157,1.0,2.0,1.5,1.0,2.3
158,1.0,1.0,1.0,2.0,2.0
159,1.0,1.0,1.0,0.0,4.0
160,1.0,1.0,2.0,3.0,6.0
161,1.0,1.0,1.5,2.0,1.0
162,1.0,2.0,1.0,1.0,1.0
163,1.0,1.0,2.0,2.0,2.0
164,5.0,10.0,1.0,1.0,3.0
165,1.0,1.0,2.0,4.0,4.0
166,14.0,23.0,1.0,0.0,1.0
167,1.0,1.0,1.5,3.0,5.0
168,3.0,5.0,1.0,3.0,3.0
169,1.0,2.0,1.0,1.0,1.0
170,1.0,3.0,1.0,1.0,1.0
171,1.0,2.0,2.5,4.0,4.0
172,1.0,1.0,1.0,2.0,4.0
173,1.0,1.0,3.0,3.0,3.0
174,1.0,3.0,1.0,3.0,3.0
175,1.0,3.0,1.0,3.0,2.0
176,1.0,1.0,2.0,3.0,4.0
177,1.0,1.0,1.0,0.0,1.0
178,2.0,3.0,1.0,0.0,1.0
179,2.0,8.0,1.0,2.0,4.0
180,2.0,2.0,1.0,1.0,1.0
181,1.0,1.0,1.0,1.0,1.0
182,1.0,1.0,1.0,1.0,1.0
183,1.0,2.0,1.0,1.0,1.0
184,3.0,3.0,1.0,1.0,1.0
185,1.0,1.0,5.0,6.0,7.0
186,3.0,6.0,2.0,2.0,0.0
187,1.0,2.0,2.0,4.0,4.0
188,1.0,4.0,1.0,2.0,4.0
189,1.0,2.0,2.0,2.0,4.0
190,2.0,2.0,1.0,2.0,2.0
191,1.0,1.0,2.0,3.0,5.0
192,1.0,2.0,1.0,1.0,1.0
193,1.0,1.0,3.0,3.0,3.0
194,1.0,1.0,1.0,2.0,2.0
195,1.0,1.0,3.0,4.0,6.0
196,2.0,2.0,2.0,2.0,2.0
197,4.0,4.0,5.0,6.0,16.0
198,5.0,5.0,1.0,1.0,2.0
199,4.0,4.0,2.0,2.0,2.0
200,1.0,1.0,1.0,3.0,4.0
201,4.0,5.0,1.0,0.0,1.0
202,1.0,1.0,0.0,5.0,7.0
203,2.0,2.0,1.0,1.0,1.0
204,2.0,3.0,2.0,1.0,2.0
205,1.0,1.0,1.5,1.0,2.3
206,1.0,2.0,1.5,1.0,1.0
207,4.0,5.0,1.0,2.0,2.0
208,2.0,3.0,1.0,2.0,2.0
209,2.0,2.0,1.0,1.0,1.0
210,1.0,2.0,2.0,4.0,4.0
211,1.0,1.0,2.0,2.0,2.0
212,1.0,1.0,1.0,2.0,3.0
213,2.0,3.0,1.0,1.0,1.0
214,5.0,6.0,1.0,2.0,2.0
215,5.0,6.0,1.0,2.0,2.0
216,5.0,6.0,2.0,4.0,4.0
217,1.0,1.0,1.5,2.0,2.3
218,1.0,1.0,1.0,2.0,3.0
219,1.0,1.0,1.0,0.0,1.0
220,3.0,3.0,1.5,3.0,2.3
221,2.0,2.0,2.5,3.0,4.0
222,1.0,1.0,1.0,1.0,2.0
223,1.0,4.0,1.0,1.0,1.0
224,1.0,1.0,3.5,6.0,6.0
225,2.0,3.0,3.0,2.0,2.0
226,2.0,2.0,1.0,1.0,1.0
227,2.0,5.0,1.0,1.0,1.0
228,1.0,1.0,2.5,3.0,5.0
229,1.0,2.0,1.5,1.0,2.3
230,1.0,1.0,1.5,2.0,2.3
231,1.0,1.0,2.5,4.0,4.0
232,1.0,1.0,1.0,1.0,1.0
233,4.0,7.0,1.5,1.9,2.3
234,1.0,1.0,2.5,2.0,2.0
235,1.0,7.0,1.0,3.0,4.0
236,3.0,3.0,1.0,2.0,3.0
237,1.0,1.0,2.0,2.0,2.0
238,1.0,1.0,1.5,2.0,2.3
239,55.0,105.0,2.0,2.0,3.0
240,2.0,2.0,1.0,1.0,1.0
241,1.0,1.0,2.0,3.0,3.0
242,1.0,1.0,2.0,3.0,4.0
243,5.0,10.0,1.0,2.0,1.0
244,2.0,2.0,1.0,1.0,1.0
245,1.0,1.0,1.0,1.0,2.0
246,2.0,7.0,1.0,1.0,1.0
247,3.0,3.0,1.0,1.0,1.0
248,1.0,1.0,1.0,2.0,3.0
249,1.0,1.0,1.0,2.0,2.0
250,9.0,20.0,1.0,0.0,2.0
251,1.0,1.0,1.0,1.0,1.0
252,1.0,1.0,2.0,3.0,3.0
253,1.0,1.0,1.5,1.0,0.0
254,1.0,1.0,1.0,3.0,3.0
255,1.0,2.0,1.0,1.0,2.0
256,2.0,2.0,1.5,1.9,2.3
257,1.0,5.0,1.0,1.0,1.0
258,1.0,1.0,1.0,1.0,2.0
259,1.0,1.0,1.0,1.0,1.0
260,63.0,238.0,2.5,3.0,3.0
261,1.0,1.0,1.0,2.0,3.0
262,5.0,7.0,1.5,1.0,2.3
263,2.0,2.0,2.0,3.0,4.0
264,1.0,1.0,1.0,1.0,1.0
265,10.0,11.0,1.0,2.0,4.0
266,2.0,3.0,1.5,2.0,2.3
267,1.0,1.0,1.5,3.0,2.3
268,1.0,5.0,1.0,1.0,2.0
269,1.0,2.0,3.5,5.0,4.0
270,1.0,1.0,2.0,3.0,3.0
271,60.0,97.0,1.0,2.0,2.0
272,1.0,1.0,1.0,1.0,1.0
273,1.0,1.0,1.0,1.0,1.0
274,2.0,7.0,1.0,2.0,2.0
275,1.0,2.0,2.0,2.0,2.0
276,1.0,1.0,1.0,1.0,1.0
277,1.0,2.0,1.0,1.0,1.0
278,1.0,1.0,3.0,6.0,6.0
279,1.0,1.0,2.0,2.0,2.0
280,1.0,1.0,1.0,2.0,2.0
281,2.0,2.0,1.0,1.0,2.0
282,1.0,3.0,1.0,1.0,1.0
283,2.0,2.0,2.0,2.0,3.0
284,1.0,2.0,3.0,5.0,6.0
285,2.0,8.0,1.0,1.0,1.0
286,1.0,2.0,1.0,1.0,1.0
287,6.0,6.0,1.0,1.0,1.0
288,1.0,3.0,1.0,2.0,2.0
289,1.0,1.0,1.0,1.0,1.0
290,2.0,3.0,1.5,2.0,2.3
291,1.0,1.0,1.0,1.0,1.0
292,2.0,4.0,1.0,2.0,3.0
293,5.0,5.0,1.0,1.0,1.0
294,1.0,1.0,1.0,2.0,3.0
295,1.0,1.0,1.0,3.0,3.0
296,2.0,3.0,2.0,2.0,2.0
297,2.0,2.0,1.0,1.0,1.0
298,41.0,50.0,2.0,2.0,2.0
299,1.0,2.0,1.0,1.0,1.0
300,1.0,1.0,2.0,2.0,3.0
301,1.0,1.0,1.0,2.0,2.0
302,1.0,2.0,1.0,1.0,1.0
303,1.0,2.0,1.0,1.0,1.0
304,51.0,161.0,4.0,5.0,4.0
305,63.0,238.0,1.5,2.0,2.3
306,1.0,1.0,1.0,0.0,2.0
307,2.0,2.0,1.0,1.0,1.0
308,63.0,238.0,1.5,3.0,2.3
309,1.0,1.0,3.0,4.0,6.0
310,63.0,238.0,1.0,2.0,2.0
311,63.0,238.0,2.0,2.0,2.0
312,3.0,3.0,1.0,1.0,1.0
313,1.0,1.0,1.0,0.0,1.0
314,1.0,1.0,1.0,2.0,2.0
315,1.0,1.0,1.0,1.0,1.0
316,1.0,2.0,1.0,1.0,1.0
317,1.0,1.0,1.0,0.0,2.0
318,1.0,1.0,1.0,2.0,2.0
319,1.0,1.0,2.0,2.0,3.0
320,3.0,4.0,1.0,1.0,1.0
321,96.0,184.0,3.0,0.0,2.0
322,2.0,4.0,3.5,4.0,0.0
323,6.0,11.0,1.0,1.0,1.0
324,17.0,19.0,1.0,2.0,4.0
325,1.0,1.0,1.0,1.0,1.0
326,2.0,2.0,1.0,2.0,3.0
327,4.0,9.0,2.0,1.0,2.0
328,4.0,87.0,1.5,2.0,2.0
329,1.0,1.0,1.0,1.0,1.0
330,2.0,2.0,1.0,3.0,4.0
331,1.0,2.0,1.5,5.0,2.3
332,3.0,4.0,1.0,1.0,1.0
333,1.0,9.0,1.0,2.0,1.0
334,2.0,3.0,1.0,1.0,1.0
335,1.0,1.0,1.5,1.9,2.3
336,1.0,2.0,1.5,4.0,2.3
337,7.0,11.0,1.0,1.0,1.0
338,1.0,1.0,1.5,1.0,2.3
339,2.0,2.0,1.0,2.0,3.0
340,1.0,1.0,1.0,1.0,1.0
341,2.0,2.0,1.0,1.0,2.0
342,4.0,87.0,1.0,0.0,1.0
343,1.0,1.0,2.5,4.0,5.0
344,2.0,2.0,1.0,2.0,5.0
345,6.0,6.0,1.0,3.0,6.0
346,5.0,10.0,1.0,2.0,2.0
347,1.0,1.0,1.5,1.0,1.0
348,1.0,1.0,1.0,1.0,1.0
349,3.0,4.0,1.0,1.0,1.0
350,2.0,3.0,1.0,1.0,1.0
351,2.0,3.0,1.0,1.0,2.0
352,1.0,1.0,4.0,3.0,3.0
353,1.0,2.0,1.5,2.0,2.3
354,1.0,1.0,1.0,2.0,2.0
355,6.0,11.0,1.0,1.0,1.0
356,1.0,1.0,1.0,1.0,1.0
357,3.0,3.0,1.5,4.0,2.3
358,1.0,1.0,1.0,0.0,1.0
359,3.0,5.0,1.5,1.0,1.0
360,3.0,5.0,2.0,1.0,1.0
361,2.0,5.0,1.0,0.0,1.0
362,1.0,1.0,1.0,1.0,1.0
363,2.0,3.0,1.5,1.0,2.3
364,4.0,6.0,1.0,1.0,2.0
365,2.0,2.0,1.0,1.0,1.0
366,1.0,1.0,3.5,4.0,4.0
367,4.0,4.0,2.5,3.0,3.0
368,1.0,1.0,1.0,2.0,2.0
369,10.0,22.0,1.0,1.0,1.0
370,5.0,10.0,1.0,2.0,0.0
371,1.0,2.0,3.0,5.0,5.0
372,1.0,1.0,1.0,2.0,2.0
373,1.0,1.0,1.0,1.0,1.0
374,1.0,1.0,1.0,1.0,1.0
375,3.0,3.0,1.5,2.0,2.3
376,1.0,1.0,2.0,3.0,4.0
377,1.0,1.0,2.0,4.0,4.0
378,5.0,10.0,1.0,2.0,3.0
379,1.0,3.0,3.0,5.0,7.0
380,2.0,2.0,1.0,1.0,1.0
381,1.0,1.0,1.5,3.0,2.3
382,1.0,1.0,3.0,5.0,5.0
383,1.0,1.0,1.0,1.0,1.0
384,2.0,2.0,1.0,0.0,1.0
385,1.0,1.0,1.5,1.0,2.3
386,6.0,6.0,1.5,3.0,3.0
387,1.0,1.0,1.0,2.0,3.0
388,2.0,3.0,1.0,2.0,2.0
389,2.0,2.0,1.0,1.0,1.0
390,1.0,1.0,1.0,0.0,1.0
391,2.0,2.0,1.5,1.9,2.3
392,2.0,2.0,1.5,1.9,2.3
393,1.0,1.0,1.5,1.0,2.3
394,1.0,1.0,1.0,1.0,2.0
395,3.0,4.0,3.0,4.0,8.0
396,2.0,2.0,2.0,5.0,8.0
397,1.0,1.0,1.0,0.0,1.0
398,3.0,3.0,1.0,0.0,2.0
399,5.0,6.0,1.0,2.0,2.0
400,1.0,2.0,0.0,1.0,1.0
401,1.0,2.0,1.0,1.0,1.0
402,96.0,184.0,1.0,3.0,4.0
403,1.0,3.0,1.0,2.0,2.0
404,1.0,1.0,1.5,2.0,2.3
405,6.0,6.0,1.0,1.0,1.0
406,1.0,1.0,2.0,2.0,2.0
407,2.0,2.0,1.0,0.0,2.0
408,1.0,2.0,0.0,0.0,1.0
409,5.0,5.0,1.0,1.0,1.0
410,1.0,4.0,4.5,4.0,5.0
411,1.0,2.0,3.0,4.0,4.0
412,1.0,2.0,1.0,1.0,1.0
413,1.0,1.0,1.0,1.0,1.0
414,1.0,1.0,1.0,1.0,0.0
415,1.0,1.0,3.5,3.0,3.0
416,1.0,1.0,3.0,4.0,5.0
417,1.0,5.0,1.0,0.0,1.0
418,10.0,10.0,1.0,1.0,1.0
419,1.0,2.0,1.0,2.0,1.0
420,3.0,3.0,1.0,0.0,1.0
421,2.0,5.0,1.5,1.0,2.3
422,1.0,1.0,2.0,5.0,6.0
423,1.0,3.0,1.0,1.0,2.0
424,1.0,1.0,2.0,2.0,1.0
425,2.0,2.0,2.0,2.0,2.0
426,1.0,1.0,1.0,1.0,2.0
427,1.0,1.0,1.0,1.0,2.0
428,3.0,3.0,1.5,1.9,2.3
429,1.0,2.0,1.0,1.0,1.0
430,1.0,1.0,2.0,4.0,4.0
431,1.0,1.0,1.0,2.0,3.0
432,1.0,2.0,1.0,1.0,1.0
433,1.0,4.0,3.0,4.0,7.0
434,41.0,50.0,2.0,2.0,3.0
435,1.0,2.0,1.0,0.0,2.0
436,1.0,1.0,1.0,0.0,1.0
437,1.0,1.0,1.5,2.0,2.3
438,1.0,1.0,2.0,2.0,2.0
439,1.0,2.0,3.5,4.0,5.0
440,3.0,5.0,1.5,1.0,1.0
441,1.0,1.0,1.0,1.0,3.0
442,3.0,3.0,1.0,0.0,2.0
443,1.0,1.0,1.0,3.0,3.0
444,6.0,11.0,1.0,2.0,3.0
445,1.0,1.0,1.0,1.0,1.0
446,2.0,2.0,3.0,5.0,5.0
447,2.0,7.0,1.5,1.0,2.0
448,1.0,1.0,1.0,1.0,3.0
449,1.0,1.0,1.5,1.0,2.3
450,1.0,1.0,3.0,13.0,1.0
451,1.0,2.0,3.5,3.0,6.0
452,3.0,3.0,1.0,0.0,1.0
453,1.0,2.0,3.0,3.0,7.0
454,2.0,2.0,2.0,2.0,4.0
455,1.0,2.0,1.0,1.0,1.0
456,1.0,1.0,1.0,0.0,1.0
457,51.0,161.0,1.0,2.0,2.0
458,2.0,2.0,2.0,3.0,3.0
459,1.0,2.0,1.0,2.0,4.0
460,1.0,1.0,2.0,4.0,6.0
461,1.0,1.0,1.0,1.0,1.0
462,51.0,161.0,1.0,2.0,3.0
463,1.0,1.0,1.5,1.0,1.0
464,1.0,1.0,2.0,1.0,1.0
465,2.0,2.0,1.0,1.0,2.0
466,1.0,2.0,2.0,2.0,4.0
467,1.0,1.0,4.5,4.0,4.0
468,1.0,1.0,1.0,1.0,2.0
469,1.0,1.0,1.5,2.0,2.3
470,1.0,1.0,1.0,1.0,1.0
471,1.0,1.0,1.0,3.0,4.0
472,63.0,238.0,1.0,2.0,3.0
473,3.0,9.0,1.0,2.0,3.0
474,1.0,1.0,1.0,0.0,1.0
475,1.0,1.0,1.5,3.0,2.3
476,1.0,1.0,3.0,4.0,4.0
477,1.0,1.0,1.0,3.0,3.0
478,1.0,1.0,2.0,3.0,2.0
479,1.0,6.0,2.0,2.0,2.0
480,3.0,5.0,1.5,1.0,1.0
481,1.0,1.0,1.0,2.0,2.0
482,63.0,238.0,1.5,2.0,2.0
483,4.0,87.0,1.0,1.0,1.0
484,1.0,2.0,1.5,2.0,3.0
485,1.0,1.0,1.5,2.0,1.0
486,1.0,1.0,1.0,0.0,1.0
487,1.0,1.0,1.0,1.0,1.0
488,4.0,4.0,1.0,1.0,1.0
489,2.0,2.0,3.0,4.0,4.0
490,3.0,11.0,2.0,2.0,3.0
491,1.0,1.0,1.0,1.0,2.0
492,2.0,2.0,1.5,3.0,2.3
493,1.0,1.0,1.0,2.0,2.0
494,3.0,5.0,1.0,1.0,1.0
495,1.0,1.0,1.0,1.0,1.0
496,1.0,1.0,1.5,4.0,2.3
497,237.0,354.0,3.5,4.0,4.0
498,1.0,2.0,1.0,1.0,1.0
499,1.0,3.0,1.0,2.0,3.0
500,2.0,2.0,1.5,2.0,2.3
501,1.0,6.0,1.5,1.0,2.3
502,1.0,1.0,1.0,1.0,1.0
503,9.0,20.0,1.5,2.0,3.0
504,2.0,3.0,2.0,2.0,2.0
505,1.0,1.0,1.0,2.0,1.0
506,1.0,1.0,1.0,2.0,3.0
507,1.0,1.0,1.0,1.0,1.0
508,1.0,1.0,2.0,1.0,3.0
509,5.0,5.0,1.0,2.0,2.0
510,5.0,5.0,0.0,1.0,1.0
511,1.0,2.0,1.5,2.0,2.0
512,32.0,35.0,1.0,2.0,2.0
513,1.0,2.0,1.0,0.0,1.0
514,1.0,3.0,2.0,2.0,4.0
515,1.0,1.0,2.0,1.0,2.0
516,1.0,2.0,1.0,1.0,1.0
517,1.0,1.0,1.0,1.0,1.0
518,1.0,3.0,1.0,2.0,2.0
519,3.0,3.0,0.0,4.0,8.0
520,55.0,105.0,2.0,3.0,3.0
521,5.0,5.0,0.0,1.0,1.0
522,6.0,7.0,1.0,1.0,1.0
523,4.0,5.0,1.5,1.0,3.0
524,2.0,2.0,1.0,3.0,3.0
525,1.0,1.0,1.0,1.0,2.0
526,3.0,3.0,1.0,0.0,1.0
527,2.0,4.0,2.0,3.0,4.0
528,5.0,8.0,1.0,2.0,2.0
529,1.0,1.0,1.0,1.0,1.0
530,1.0,1.0,2.0,3.0,7.0
531,1.0,1.0,1.5,3.0,4.0
532,3.0,3.0,1.0,1.0,1.0
533,1.0,2.0,2.0,2.0,2.0
534,1.0,1.0,1.0,1.0,1.0
535,1.0,2.0,1.0,1.0,3.0
536,1.0,4.0,1.0,1.0,1.0
537,1.0,2.0,1.5,2.0,2.3
538,2.0,2.0,1.0,1.0,1.0
539,1.0,1.0,1.5,1.0,2.3
540,2.0,2.0,1.0,1.0,1.0
541,63.0,238.0,2.0,2.0,3.0
542,2.0,2.0,1.0,0.0,1.0
543,2.0,2.0,1.5,1.0,2.0
544,5.0,7.0,1.0,1.0,2.0
545,6.0,6.0,3.5,5.0,6.0
546,1.0,2.0,1.0,1.0,2.0
547,1.0,1.0,2.0,1.0,2.0
548,1.0,1.0,1.0,1.0,1.0
549,1.0,1.0,1.0,2.0,4.0
550,6.0,11.0,1.0,0.0,1.0
551,2.0,3.0,1.0,0.0,2.0
552,1.0,2.0,1.0,2.0,3.0
553,2.0,2.0,1.0,1.0,3.0
554,4.0,5.0,1.0,1.0,1.0
555,1.0,1.0,1.0,1.0,1.0
556,1.0,1.0,1.0,1.0,2.0
557,2.0,2.0,1.0,0.0,1.0
558,2.0,2.0,1.5,1.0,2.0
559,2.0,5.0,1.0,1.0,2.0
560,1.0,3.0,1.0,1.0,2.0
561,63.0,238.0,3.5,5.0,6.0
562,1.0,1.0,2.0,4.0,5.0
563,1.0,1.0,1.0,1.0,1.0
564,5.0,8.0,1.0,1.0,1.0
565,1.0,1.0,1.0,1.0,2.0
566,1.0,1.0,1.0,1.0,1.0
567,2.0,2.0,1.0,2.0,3.0
568,1.0,3.0,1.0,1.0,2.0
569,1.0,1.0,1.0,1.0,1.0
570,1.0,1.0,1.0,2.0,2.0
571,18.0,27.0,1.0,1.0,1.0
572,1.0,1.0,4.0,4.0,4.0
573,1.0,1.0,1.5,3.0,2.3
574,1.0,2.0,1.0,1.0,1.0
575,1.0,2.0,1.0,1.0,1.0
576,1.0,1.0,1.0,1.0,1.0
577,6.0,6.0,1.0,1.0,4.0
578,1.0,1.0,1.0,1.0,1.0
579,2.0,6.0,1.0,1.0,0.0
580,2.0,2.0,1.5,1.0,2.3
581,1.0,1.0,1.0,1.0,1.0
582,1.0,2.0,3.0,5.0,8.0
583,38.0,42.0,1.0,0.0,1.0
584,38.0,42.0,4.0,5.0,5.0
585,1.0,1.0,1.5,3.0,2.3
586,3.0,3.0,1.0,3.0,5.0
587,1.0,1.0,1.0,2.0,4.0
588,1.0,2.0,1.5,3.0,2.3
589,14.0,23.0,1.0,0.0,1.0
590,6.0,6.0,2.5,4.0,6.0
591,6.0,8.0,1.0,1.0,2.0
592,6.0,8.0,1.5,1.9,2.3
593,4.0,4.0,2.0,4.0,5.0
594,2.0,5.0,1.0,2.0,2.0
595,1.0,2.0,1.0,1.0,1.0
596,1.0,1.0,2.0,3.0,3.0
597,1.0,6.0,1.5,1.0,2.3
598,6.0,7.0,1.0,1.0,1.0
599,2.0,2.0,1.5,4.0,5.0
600,1.0,1.0,2.5,3.0,4.0
601,1.0,1.0,2.0,1.0,1.0
602,1.0,1.0,1.0,1.0,2.0
603,1.0,4.0,1.0,2.0,1.0
604,1.0,1.0,1.5,1.9,2.3
605,19.0,19.0,1.0,1.0,3.0
606,2.0,2.0,1.5,4.0,2.3
607,19.0,19.0,1.0,1.0,1.0
608,19.0,19.0,1.0,1.0,2.0
609,19.0,19.0,1.0,1.0,2.0
610,19.0,19.0,1.0,1.0,3.0
611,2.0,3.0,2.5,1.0,1.0
612,3.0,4.0,1.0,1.0,1.0
613,96.0,184.0,1.0,1.0,1.0
614,2.0,2.0,1.0,2.0,3.0
615,6.0,9.0,1.0,4.0,4.0
616,1.0,1.0,1.0,1.0,1.0
617,3.0,4.0,2.0,2.0,2.0
618,1.0,2.0,1.0,1.0,1.0
619,1.0,1.0,2.0,4.0,4.0
620,6.0,7.0,1.0,1.0,2.0
621,6.0,7.0,1.0,1.0,1.0
622,6.0,7.0,1.0,1.0,1.0
623,4.0,5.0,1.0,1.0,1.0
624,1.0,1.0,2.0,3.0,3.0
625,2.0,2.0,2.5,3.0,4.0
626,1.0,1.0,2.0,2.0,3.0
627,1.0,1.0,1.0,1.0,1.0
628,2.0,2.0,1.0,2.0,2.0
629,1.0,1.0,1.0,1.0,1.0
630,1.0,1.0,1.5,1.0,2.3
631,15.0,20.0,1.5,1.0,1.0
632,15.0,20.0,1.5,1.0,1.0
633,1.0,1.0,2.0,2.0,2.0
