,host_listings_count,host_total_listings_count,bathrooms,bedrooms,beds
2556,1.0,3.0,1.5,1.0,1.0
2557,55.0,105.0,1.0,1.0,1.0
2558,55.0,105.0,1.0,1.0,1.0
2559,55.0,105.0,1.0,1.0,1.0
2560,55.0,105.0,1.0,1.0,1.0
2561,1.0,1.0,1.0,1.0,1.0
2562,58.0,73.0,2.0,3.0,4.0
2563,2.0,3.0,1.0,0.0,1.0
2564,58.0,73.0,1.0,1.0,1.0
2565,4.0,4.0,1.5,1.0,1.0
2566,1.0,1.0,1.0,1.0,1.0
2567,1.0,1.0,1.0,3.0,4.0
2568,3.0,4.0,2.5,2.0,2.0
2569,55.0,105.0,1.0,1.0,1.0
2570,55.0,105.0,1.5,2.0,2.0
2571,1.0,1.0,1.0,1.0,1.0
2572,19.0,80.0,3.0,5.0,11.0
2573,1.0,1.0,1.0,1.0,1.0
2574,1.0,6.0,0.0,0.0,1.0
2575,55.0,105.0,1.0,1.0,1.0
2576,55.0,105.0,1.0,2.0,2.0
2577,55.0,105.0,1.0,1.0,1.0
2578,55.0,105.0,1.0,1.0,0.0
2579,55.0,105.0,2.5,3.0,3.0
2580,55.0,105.0,1.0,1.0,1.0
2581,55.0,105.0,1.0,1.0,1.0
2582,55.0,105.0,1.0,1.0,1.0
2583,55.0,105.0,1.0,1.0,1.0
2584,55.0,105.0,2.0,2.0,2.0
2585,55.0,105.0,2.0,2.0,2.0
2586,55.0,105.0,1.0,1.0,1.0
2587,1.0,4.0,1.5,1.9,2.3
2588,23.0,48.0,2.0,3.0,5.0
2589,1.0,3.0,2.5,1.0,2.0
2590,1.0,1.0,1.0,2.0,3.0
2591,3.0,3.0,1.0,1.0,2.0
2592,2.0,5.0,1.0,1.0,1.0
2593,2.0,2.0,4.5,5.0,6.0
2594,1.0,1.0,1.0,2.0,2.0
2595,2.0,2.0,3.0,1.0,1.0
2596,1.0,2.0,2.0,4.0,5.0
2597,1.0,1.0,1.0,1.0,1.0
2598,1.0,1.0,1.0,1.0,1.0
2599,1.0,9.0,1.0,2.0,4.0
2600,1.0,3.0,2.5,3.0,3.0
2601,1.0,1.0,1.0,0.0,1.0
2602,55.0,105.0,1.0,1.0,1.0
2603,55.0,105.0,1.0,1.0,1.0
2604,55.0,105.0,2.0,2.0,2.0
2605,55.0,105.0,1.0,1.0,1.0
2606,1.0,2.0,1.0,3.0,4.0
2607,1.0,1.0,1.0,2.0,3.0
2608,48.0,70.0,1.0,1.0,2.0
2609,4.0,5.0,2.0,1.0,1.0
2610,1.0,2.0,3.0,4.0,6.0
2611,7.0,7.0,1.0,2.0,1.0
2612,7.0,7.0,1.0,2.0,3.0
2613,1.0,2.0,2.5,3.0,3.0
2614,15.0,20.0,2.0,3.0,3.0
2615,1.0,1.0,1.5,1.9,2.3
2616,1.0,3.0,2.5,3.0,3.0
2617,1.0,1.0,1.0,1.0,0.0
2618,842.0,921.0,2.0,2.0,3.0
2619,3.0,4.0,1.0,2.0,4.0
2620,1.0,1.0,1.0,1.0,1.0
2621,1.0,2.0,1.0,3.0,3.0
2622,1.0,2.0,1.0,1.0,1.0
2623,7.0,10.0,1.0,2.0,4.0
2624,1.0,1.0,1.0,2.0,2.0
2625,1.0,2.0,1.0,1.0,2.0
2626,2.0,2.0,1.0,1.0,1.0
2627,1.0,3.0,2.0,3.0,4.0
2628,3.0,3.0,1.0,2.0,1.0
2629,1.0,1.0,1.5,1.9,2.3
2630,1.0,1.0,1.0,2.0,2.0
2631,13.0,18.0,1.5,1.0,2.3
2632,1.0,2.0,1.0,0.0,1.0
2633,1.0,1.0,1.5,2.0,2.3
2634,2.0,2.0,1.0,1.0,1.0
2635,63.0,238.0,2.0,2.0,2.0
2636,15.0,15.0,1.0,0.0,1.0
2637,1.0,1.0,1.0,1.0,1.0
2638,109.0,166.0,1.0,1.0,1.0
2639,109.0,166.0,1.0,1.0,1.0
2640,6.0,11.0,2.0,1.0,1.0
2641,32.0,92.0,3.0,3.0,5.0
2642,1.0,1.0,1.0,1.0,1.0
2643,1.0,1.0,1.0,2.0,2.0
2644,4.0,7.0,1.0,1.0,1.0
2645,2.0,3.0,3.0,3.0,3.0
2646,109.0,166.0,1.5,2.0,2.3
2647,21.0,24.0,1.0,1.0,2.0
2648,1.0,2.0,1.5,1.0,2.3
2649,3.0,5.0,1.0,2.0,2.0
2650,1.0,1.0,1.0,1.0,1.0
2651,2.0,3.0,3.0,4.0,5.0
2652,21.0,24.0,1.0,0.0,2.0
2653,6.0,9.0,1.5,1.0,1.0
2654,115.0,120.0,2.0,2.0,3.0
2655,1.0,4.0,1.0,2.0,2.0
2656,1.0,1.0,1.0,0.0,1.0
2657,3.0,6.0,2.5,3.0,3.0
2658,1.0,1.0,1.0,1.0,1.0
2659,3.0,5.0,1.0,1.0,1.0
2660,48.0,70.0,1.0,1.0,1.0
2661,2.0,3.0,1.0,1.0,1.0
2662,24.0,97.0,1.0,1.0,2.0
2663,1.0,1.0,1.0,0.0,1.0
2664,1.0,2.0,1.0,1.0,1.0
2665,1.0,1.0,1.5,1.0,2.3
2666,1.0,1.0,1.0,1.0,1.0
2667,1.0,1.0,2.0,2.0,2.0
2668,1.0,2.0,2.5,3.0,4.0
2669,1.0,2.0,1.0,1.0,1.0
2670,1.0,1.0,3.0,3.0,4.0
2671,1.0,3.0,2.5,3.0,4.0
2672,1.0,2.0,2.0,3.0,6.0
2673,1.0,1.0,1.0,1.0,1.0
2674,1.0,3.0,1.5,1.0,1.0
2675,4.0,4.0,1.5,3.0,2.3
2676,1.0,4.0,1.0,1.0,2.0
2677,55.0,105.0,2.0,3.0,4.0
2678,1.0,1.0,1.0,1.0,1.0
2679,1.0,2.0,1.0,1.0,1.0
2680,1.0,1.0,1.0,1.0,1.0
2681,3.0,3.0,1.0,1.0,1.0
2682,1.0,1.0,1.5,1.9,2.3
2683,3.0,5.0,1.0,1.0,2.0
2684,1.0,1.0,2.5,4.0,5.0
2685,4.0,5.0,1.0,2.0,2.0
2686,0.0,0.0,1.5,3.0,2.3
2687,1.0,1.0,1.0,2.0,2.0
2688,1.0,1.0,1.0,1.0,1.0
2689,1.0,1.0,1.0,1.0,1.0
2690,1.0,1.0,1.0,1.0,2.0
2691,1.0,4.0,1.0,1.0,1.0
2692,10.0,10.0,1.0,1.0,1.0
2693,10.0,10.0,1.0,1.0,2.0
2694,10.0,10.0,1.0,1.0,2.0
2695,10.0,10.0,1.0,1.0,3.0
2696,10.0,10.0,1.0,1.0,3.0
2697,1.0,3.0,2.0,2.0,6.0
2698,6.0,6.0,1.0,1.0,1.0
2699,2.0,2.0,1.0,1.0,2.0
2700,3.0,3.0,1.0,0.0,2.0
2701,4.0,4.0,3.0,4.0,4.0
2702,1.0,4.0,2.0,3.0,6.0
2703,12.0,14.0,2.0,3.0,4.0
2704,2.0,2.0,1.0,1.0,1.0
2705,1.0,1.0,1.0,2.0,2.0
2706,3.0,10.0,1.0,1.0,2.0
2707,2.0,2.0,3.0,4.0,5.0
2708,1.0,2.0,1.0,0.0,1.0
2709,1.0,1.0,3.0,4.0,6.0
2710,2.0,2.0,1.0,1.0,1.0
2711,2.0,2.0,1.0,1.0,2.0
2712,3.0,5.0,3.0,5.0,5.0
2713,1.0,1.0,2.5,4.0,3.0
2714,63.0,238.0,2.0,1.0,1.0
2715,6.0,6.0,1.0,1.0,1.0
2716,1.0,4.0,1.0,1.0,1.0
2717,2.0,2.0,1.0,0.0,1.0
2718,37.0,113.0,2.0,4.0,6.0
2719,1.0,2.0,3.0,5.0,5.0
2720,2.0,10.0,2.5,2.0,6.0
2721,1.0,10.0,1.5,1.0,2.3
2722,6.0,6.0,1.0,1.0,2.0
2723,6.0,6.0,1.0,1.0,1.0
2724,6.0,6.0,1.0,1.0,1.0
2725,6.0,6.0,1.0,1.0,2.0
2726,33.0,111.0,3.0,5.0,5.0
2727,1.0,1.0,1.0,2.0,3.0
2728,356.0,544.0,1.0,1.0,2.0
2729,1.0,1.0,2.0,4.0,9.0
2730,1.0,1.0,1.5,3.0,3.0
2731,3.0,3.0,1.0,2.0,2.0
2732,1.0,1.0,1.0,1.0,1.0
2733,1.0,2.0,3.5,5.0,10.0
2734,842.0,921.0,2.0,3.0,3.0
2735,33.0,35.0,1.0,1.0,1.0
2736,6.0,7.0,1.5,1.0,2.3
2737,3.0,4.0,1.0,1.0,1.0
2738,4.0,7.0,1.0,2.0,2.0
2739,5.0,20.0,1.0,1.0,2.0
2740,4.0,5.0,1.0,1.0,1.0
2741,1.0,1.0,1.5,1.9,2.3
2742,2.0,4.0,2.0,1.0,2.0
2743,4.0,4.0,1.5,2.0,2.3
2744,5.0,6.0,1.0,1.0,1.0
2745,1.0,2.0,2.0,2.0,4.0
2746,1.0,3.0,1.0,1.0,1.0
2747,4.0,5.0,2.0,1.0,1.0
2748,1.0,3.0,1.5,3.0,2.3
2749,7.0,9.0,1.0,1.0,1.0
2750,7.0,9.0,1.0,1.0,2.0
2751,2.0,2.0,1.5,1.0,2.0
2752,1.0,1.0,3.0,4.0,5.0
2753,2.0,2.0,1.0,1.0,1.0
2754,5.0,10.0,1.0,0.0,1.0
2755,2.0,4.0,0.5,1.0,1.0
2756,4.0,9.0,1.0,1.0,1.0
2757,1.0,1.0,1.0,2.0,1.0
2758,5.0,5.0,1.0,1.0,1.0
2759,3.0,3.0,1.0,1.0,1.0
2760,1.0,1.0,1.0,2.0,2.0
2761,3.0,6.0,1.0,1.0,1.0
2762,1.0,1.0,1.0,1.0,1.0
2763,2.0,2.0,1.0,1.0,1.0
2764,1.0,1.0,1.0,1.0,1.0
2765,15.0,15.0,1.0,2.0,2.0
2766,109.0,166.0,2.0,3.0,3.0
2767,1.0,1.0,1.0,1.0,1.0
2768,1.0,1.0,1.0,0.0,1.0
2769,1.0,5.0,1.0,1.0,1.0
2770,76.0,101.0,1.0,2.0,3.0
2771,4.0,4.0,1.0,1.0,1.0
2772,55.0,105.0,2.0,2.0,2.0
2773,1.0,1.0,1.0,1.0,2.0
2774,75.0,330.0,1.0,1.0,1.0
2775,5.0,6.0,1.5,2.0,4.0
2776,3.0,6.0,1.0,1.0,2.0
2777,1.0,2.0,1.0,0.0,1.0
2778,3.0,4.0,2.0,2.0,3.0
2779,4.0,5.0,1.0,0.0,1.0
2780,7.0,7.0,1.0,1.0,1.0
2781,7.0,7.0,1.0,1.0,1.0
2782,842.0,921.0,2.0,2.0,3.0
2783,842.0,921.0,1.0,2.0,1.0
2784,3.0,8.0,2.0,4.0,4.0
2785,7.0,9.0,1.0,1.0,1.0
2786,7.0,9.0,1.0,1.0,1.0
2787,1.0,1.0,1.5,1.0,2.3
2788,10.0,19.0,1.0,2.0,2.0
2789,8.0,9.0,2.0,1.0,1.0
2790,2.0,8.0,1.0,2.0,2.0
2791,1.0,1.0,1.0,1.0,1.0
2792,18.0,27.0,1.0,1.0,1.0
2793,1.0,1.0,1.0,1.0,1.0
2794,6.0,6.0,1.0,1.0,2.0
2795,1.0,1.0,2.0,1.0,1.0
2796,7.0,7.0,1.0,1.0,1.0
2797,58.0,73.0,1.0,1.0,1.0
2798,58.0,73.0,1.0,2.0,3.0
2799,7.0,7.0,1.0,1.0,1.0
2800,1.0,1.0,1.5,1.0,2.3
2801,0.0,0.0,1.5,4.0,2.3
2802,7.0,9.0,1.0,1.0,2.0
2803,7.0,9.0,1.0,1.0,1.0
2804,7.0,9.0,1.0,1.0,2.0
2805,7.0,9.0,1.0,1.0,2.0
2806,5.0,5.0,1.0,1.0,1.0
2807,5.0,5.0,1.0,1.0,1.0
2808,5.0,5.0,1.0,1.0,1.0
2809,1.0,1.0,2.0,2.0,3.0
2810,1.0,1.0,1.0,2.0,4.0
2811,1.0,6.0,1.5,1.0,1.0
2812,1.0,2.0,2.0,3.0,3.0
2813,1.0,1.0,1.0,1.0,1.0
2814,1.0,10.0,2.0,3.0,4.0
2815,1.0,1.0,1.0,0.0,1.0
2816,1.0,1.0,1.5,1.9,2.3
2817,1.0,1.0,1.0,1.0,1.0
2818,1.0,1.0,1.0,1.0,1.0
2819,115.0,120.0,1.0,1.0,1.0
2820,1.0,3.0,1.0,4.0,3.0
2821,5.0,7.0,2.0,2.0,4.0
2822,2.0,2.0,1.0,0.0,3.0
2823,5.0,5.0,1.0,1.0,2.0
2824,6.0,6.0,1.0,1.0,1.0
2825,6.0,6.0,1.0,1.0,2.0
2826,7.0,9.0,1.0,1.0,2.0
2827,7.0,9.0,1.0,0.0,1.0
2828,1.0,1.0,1.0,1.0,2.0
2829,2.0,3.0,1.0,1.0,2.0
2830,55.0,105.0,2.0,2.0,2.0
2831,6.0,7.0,1.0,1.0,1.0
2832,1.0,1.0,1.0,1.0,1.0
2833,1.0,1.0,1.0,2.0,3.0
2834,3.0,3.0,2.5,3.0,3.0
2835,2.0,2.0,1.0,1.0,1.0
2836,1.0,1.0,1.0,0.0,1.0
2837,2.0,2.0,1.0,1.0,1.0
2838,1.0,1.0,1.0,3.0,4.0
2839,3.0,3.0,1.5,2.0,2.3
2840,6.0,8.0,2.0,2.0,4.0
2841,6.0,7.0,1.0,1.0,1.0
2842,6.0,7.0,1.0,1.0,1.0
2843,6.0,7.0,1.0,1.0,2.0
2844,6.0,7.0,1.0,1.0,1.0
2845,1.0,5.0,1.0,1.0,1.0
2846,1.0,1.0,1.0,1.0,1.0
2847,1.0,1.0,1.0,1.0,1.0
2848,1.0,3.0,1.5,1.0,2.3
2849,1.0,2.0,1.0,1.0,1.0
2850,1.0,2.0,1.0,1.0,3.0
2851,1.0,1.0,2.0,5.0,8.0
2852,1.0,3.0,1.0,2.0,2.0
2853,41.0,50.0,3.5,3.0,3.0
2854,2.0,3.0,1.0,2.0,2.0
2855,2.0,3.0,3.5,5.0,5.0
2856,237.0,354.0,1.0,1.0,1.0
2857,237.0,354.0,2.0,2.0,4.0
2858,842.0,921.0,1.0,1.0,1.0
2859,1.0,1.0,1.5,5.0,2.3
2860,1.0,1.0,2.0,3.0,3.0
2861,2.0,5.0,1.0,1.0,1.0
2862,14.0,14.0,1.0,1.0,1.0
2863,1.0,1.0,2.5,4.0,6.0
2864,1.0,1.0,2.5,5.0,6.0
2865,1.0,2.0,2.5,4.0,4.0
2866,1.0,1.0,1.5,2.0,3.0
2867,2.0,2.0,1.0,1.0,1.0
2868,1.0,2.0,1.0,1.0,2.0
2869,1.0,7.0,1.0,1.0,1.0
2870,5.0,7.0,3.0,6.0,6.0
2871,1.0,2.0,1.5,1.0,2.3
2872,2.0,3.0,1.0,1.0,2.0
2873,1.0,1.0,1.5,3.0,3.0
2874,2.0,3.0,2.5,3.0,3.0
2875,1.0,1.0,1.0,1.0,1.0
2876,2.0,2.0,1.5,1.0,2.3
2877,115.0,120.0,1.0,2.0,3.0
2878,1.0,1.0,2.0,3.0,4.0
2879,24.0,24.0,1.0,1.0,2.0
2880,1.0,2.0,1.0,1.0,1.0
2881,6.0,6.0,1.5,2.0,2.3
2882,1.0,1.0,1.0,2.0,4.0
2883,2.0,3.0,1.0,1.0,1.0
2884,1.0,1.0,1.0,0.0,2.0
2885,1.0,5.0,1.0,2.0,2.0
2886,4.0,8.0,3.0,5.0,5.0
2887,1.0,3.0,4.0,5.0,3.0
2888,6.0,6.0,1.5,2.0,2.3
2889,6.0,6.0,1.5,3.0,3.0
2890,9.0,10.0,1.0,1.0,1.0
2891,9.0,10.0,1.0,1.0,1.0
2892,3.0,4.0,1.0,1.0,1.0
2893,6.0,6.0,2.0,2.0,2.0
2894,1.0,1.0,1.5,4.0,5.0
2895,1.0,7.0,1.0,2.0,2.0
2896,2.0,2.0,1.0,2.0,2.0
2897,1.0,1.0,1.0,2.0,2.0
2898,3.0,5.0,1.0,2.0,3.0
2899,2.0,2.0,1.5,1.0,2.3
2900,1.0,2.0,1.0,1.0,1.0
2901,2.0,3.0,1.0,0.0,1.0
2902,2.0,5.0,2.0,2.0,2.0
2903,6.0,10.0,2.0,4.0,7.0
2904,1.0,1.0,1.0,1.0,1.0
2905,1.0,1.0,1.5,3.0,3.0
2906,1.0,2.0,1.0,2.0,2.0
2907,2.0,3.0,1.0,1.0,1.0
2908,2.0,2.0,1.0,1.0,1.0
2909,1.0,2.0,2.0,3.0,3.0
2910,1.0,1.0,1.0,0.0,1.0
2911,1.0,1.0,1.0,2.0,3.0
2912,2.0,4.0,1.0,1.0,2.0
2913,45.0,84.0,2.0,2.0,2.0
2914,3.0,4.0,1.5,1.9,2.3
2915,1.0,2.0,1.0,2.0,2.0
2916,1.0,1.0,1.0,1.0,1.0
2917,2.0,3.0,2.0,3.0,3.0
2918,1.0,6.0,1.0,1.0,1.0
2919,1.0,3.0,1.0,1.0,1.0
2920,1.0,1.0,2.5,1.0,1.0
2921,15.0,17.0,1.0,2.0,4.0
2922,15.0,17.0,1.0,2.0,4.0
2923,1.0,2.0,1.0,1.0,2.0
2924,1.0,1.0,1.0,2.0,3.0
2925,75.0,330.0,2.0,3.0,4.0
2926,14.0,17.0,1.0,2.0,3.0
2927,1.0,4.0,1.5,2.0,2.0
2928,1.0,1.0,1.5,2.0,2.0
2929,1.0,1.0,1.0,2.0,2.0
2930,1.0,1.0,1.0,1.0,1.0
2931,1.0,1.0,1.0,3.0,3.0
2932,2.0,2.0,1.0,1.0,1.0
2933,1.0,1.0,1.0,1.0,2.0
2934,55.0,105.0,1.0,0.0,1.0
2935,1.0,1.0,2.0,2.0,2.0
2936,58.0,73.0,1.0,1.0,1.0
2937,3.0,4.0,1.5,2.0,4.0
2938,1.0,1.0,1.0,1.0,1.0
2939,1.0,1.0,1.5,4.0,2.3
2940,2.0,2.0,2.0,3.0,3.0
2941,13.0,18.0,1.0,1.0,1.0
2942,2.0,2.0,2.0,4.0,4.0
2943,1.0,1.0,1.0,1.0,2.0
2944,1.0,1.0,1.0,2.0,2.0
2945,7.0,9.0,1.0,3.0,4.0
2946,1.0,1.0,2.0,3.0,4.0
2947,1.0,1.0,1.0,2.0,2.0
2948,1.0,1.0,1.0,1.0,1.0
2949,1.0,2.0,2.0,2.0,4.0
2950,3.0,11.0,2.0,2.0,4.0
2951,6.0,6.0,1.0,0.0,1.0
2952,6.0,6.0,1.0,0.0,0.0
2953,3.0,3.0,1.5,1.9,2.3
2954,1.0,2.0,1.0,1.0,1.0
2955,1.0,3.0,2.0,3.0,5.0
2956,1.0,1.0,1.0,1.0,1.0
2957,6.0,8.0,1.5,1.9,2.3
2958,1.0,1.0,2.5,3.0,3.0
2959,62.0,217.0,1.0,1.0,1.0
2960,1.0,1.0,1.5,1.0,2.3
2961,1.0,1.0,1.0,2.0,4.0
2962,1.0,1.0,1.0,1.0,1.0
2963,1.0,1.0,1.5,2.0,3.0
2964,2.0,4.0,1.0,0.0,2.0
2965,1.0,1.0,1.5,2.0,4.0
2966,28.0,35.0,3.0,4.0,5.0
2967,1.0,2.0,1.5,4.0,4.0
2968,1.0,1.0,2.5,4.0,4.0
2969,1.0,1.0,1.0,1.0,1.0
2970,2.0,2.0,1.0,3.0,3.0
2971,1.0,1.0,2.0,3.0,4.0
2972,5.0,20.0,1.0,1.0,2.0
2973,6.0,8.0,1.0,5.0,7.0
2974,6.0,8.0,1.0,5.0,7.0
2975,6.0,8.0,1.0,5.0,7.0
2976,6.0,8.0,1.0,5.0,7.0
2977,10.0,10.0,1.0,1.0,1.0
2978,6.0,8.0,1.0,5.0,9.0
2979,6.0,8.0,1.0,5.0,8.0
2980,3.0,5.0,2.0,2.0,2.0
2981,6.0,6.0,1.0,0.0,1.0
2982,2.0,4.0,1.0,1.0,1.0
2983,1.0,4.0,2.0,3.0,5.0
2984,1.0,1.0,1.0,1.0,1.0
2985,54.0,66.0,2.0,3.0,4.0
2986,2.0,2.0,1.0,1.0,1.0
2987,15.0,20.0,1.0,2.0,3.0
2988,1.0,1.0,1.0,2.0,4.0
2989,10.0,10.0,1.0,1.0,1.0
2990,10.0,10.0,1.0,1.0,1.0
2991,1.0,1.0,4.0,4.0,4.0
2992,58.0,73.0,1.0,1.0,1.0
2993,6.0,6.0,1.0,0.0,1.0
2994,2.0,2.0,2.0,4.0,3.0
2995,2.0,3.0,1.0,1.0,1.0
2996,10.0,10.0,1.0,1.0,1.0
2997,10.0,10.0,1.0,1.0,1.0
2998,1.0,1.0,1.0,1.0,1.0
2999,1.0,4.0,1.0,2.0,3.0
3000,2.0,3.0,1.0,1.0,1.0
3001,1.0,3.0,1.0,2.0,2.0
3002,3.0,3.0,1.0,0.0,3.0
3003,1.0,1.0,1.0,1.0,1.0
3004,1.0,1.0,1.0,2.0,3.0
3005,1.0,2.0,1.0,2.0,2.0
3006,4.0,4.0,2.0,2.0,2.0
3007,1.0,1.0,2.0,3.0,5.0
3008,1.0,1.0,1.0,1.0,1.0
3009,2.0,3.0,1.0,3.0,4.0
3010,1.0,3.0,1.0,0.0,1.0
3011,2.0,2.0,1.0,1.0,1.0
3012,1.0,2.0,2.0,1.0,2.0
3013,55.0,105.0,1.0,1.0,1.0
3014,1.0,1.0,1.0,1.0,1.0
3015,15.0,29.0,1.0,0.0,1.0
3016,15.0,29.0,1.0,0.0,1.0
3017,10.0,10.0,1.0,1.0,1.0
3018,10.0,10.0,1.0,1.0,1.0
3019,10.0,10.0,1.0,1.0,1.0
3020,10.0,10.0,1.0,1.0,1.0
3021,10.0,10.0,1.0,1.0,1.0
3022,2.0,4.0,2.0,5.0,5.0
3023,1.0,1.0,2.0,4.0,4.0
3024,1.0,1.0,2.0,2.0,2.0
3025,1.0,1.0,1.5,2.0,2.0
3026,4.0,7.0,1.0,1.0,1.0
3027,15.0,29.0,1.0,1.0,2.0
3028,11.0,15.0,1.0,1.0,1.0
3029,1.0,1.0,2.5,3.0,4.0
3030,6.0,6.0,1.0,0.0,1.0
3031,6.0,6.0,1.0,0.0,2.0
3032,1.0,1.0,1.0,1.0,1.0
3033,3.0,3.0,1.0,2.0,2.0
3034,15.0,29.0,1.0,0.0,1.0
3035,15.0,29.0,1.0,0.0,1.0
3036,4.0,7.0,1.0,1.0,1.0
3037,96.0,184.0,1.0,2.0,2.0
3038,1.0,1.0,1.5,4.0,2.3
3039,1.0,1.0,1.0,3.0,4.0
3040,1.0,1.0,1.0,2.0,0.0
3041,1.0,3.0,1.0,1.0,1.0
3042,1.0,1.0,1.0,1.0,1.0
3043,1.0,2.0,1.0,0.0,2.0
3044,1.0,3.0,2.0,4.0,4.0
3045,1.0,2.0,3.0,3.0,4.0
3046,15.0,29.0,1.0,0.0,1.0
3047,3.0,3.0,1.5,1.9,2.3
3048,15.0,29.0,1.5,1.9,2.3
3049,15.0,29.0,1.0,1.0,1.0
3050,15.0,29.0,1.0,0.0,1.0
3051,15.0,29.0,1.0,0.0,1.0
3052,87.0,197.0,1.0,2.0,3.0
3053,3.0,13.0,1.0,1.0,1.0
3054,3.0,3.0,1.0,1.0,1.0
3055,1.0,2.0,3.0,4.0,4.0
3056,1.0,1.0,2.0,2.0,3.0
3057,1.0,1.0,1.0,2.0,3.0
3058,3.0,3.0,1.0,1.0,1.0
3059,1.0,2.0,1.5,5.0,2.3
3060,1.0,2.0,1.5,1.0,2.3
3061,1.0,1.0,1.0,1.0,2.0
3062,1.0,2.0,2.0,3.0,7.0
3063,1.0,1.0,1.0,0.0,1.0
3064,1.0,1.0,2.5,3.0,6.0
3065,1.0,1.0,2.0,2.0,2.0
3066,4.0,9.0,1.5,1.9,2.3
3067,55.0,105.0,2.0,2.0,2.0
3068,1.0,2.0,1.0,1.0,1.0
3069,1.0,2.0,1.0,1.0,1.0
3070,54.0,66.0,1.0,2.0,3.0
3071,3.0,3.0,1.5,1.9,2.3
3072,2.0,3.0,2.0,2.0,2.0
3073,8.0,8.0,1.0,1.0,2.0
3074,2.0,2.0,0.0,1.0,0.0
3075,2.0,2.0,1.5,1.0,2.3
3076,1.0,4.0,1.0,2.0,4.0
3077,3.0,4.0,1.0,1.0,1.0
3078,1.0,1.0,1.0,1.0,1.0
3079,1.0,1.0,1.0,2.0,3.0
3080,1.0,1.0,0.5,2.0,5.0
3081,4.0,4.0,2.0,3.0,4.0
3082,37.0,113.0,3.0,3.0,3.0
3083,1.0,1.0,2.0,3.0,5.0
3084,1.0,1.0,1.5,1.9,2.3
3085,1.0,1.0,1.0,3.0,3.0
3086,1.0,1.0,2.0,3.0,5.0
3087,1.0,3.0,1.0,1.0,2.0
3088,49.0,58.0,1.0,1.0,1.0
3089,1.0,1.0,1.0,1.0,1.0
3090,1.0,1.0,2.0,4.0,4.0
3091,3.0,4.0,1.5,5.0,4.0
3092,1.0,1.0,1.0,1.0,1.0
3093,4.0,5.0,0.0,0.0,1.0
3094,842.0,921.0,1.0,2.0,3.0
3095,2.0,2.0,2.0,2.0,3.0
3096,3.0,4.0,3.5,5.0,9.0
3097,1.0,1.0,1.0,1.0,1.0
3098,2.0,2.0,1.5,1.0,1.0
3099,1.0,1.0,2.0,4.0,5.0
3100,2.0,3.0,1.0,2.0,2.0
3101,4.0,5.0,2.0,2.0,2.0
3102,2.0,4.0,2.0,3.0,3.0
3103,1.0,1.0,1.0,1.0,1.0
3104,3.0,4.0,1.5,2.0,2.3
3105,7.0,17.0,1.0,2.0,3.0
3106,3.0,4.0,2.5,1.0,2.0
3107,2.0,5.0,1.5,0.0,0.0
3108,1.0,2.0,1.5,3.0,2.3
3109,51.0,161.0,1.5,4.0,2.3
3110,1.0,2.0,1.0,2.0,3.0
3111,1.0,1.0,1.0,2.0,2.0
3112,1.0,4.0,1.5,3.0,2.3
3113,2.0,4.0,2.0,3.0,3.0
3114,1.0,4.0,1.0,1.0,1.0
3115,1.0,1.0,1.5,5.0,2.3
3116,3.0,4.0,1.5,3.0,2.3
3117,1.0,1.0,1.0,1.0,1.0
3118,3.0,3.0,1.0,1.0,1.0
3119,1.0,1.0,1.0,1.0,1.0
3120,2.0,2.0,1.0,1.0,1.0
3121,2.0,2.0,2.0,2.0,2.0
3122,2.0,3.0,1.0,2.0,3.0
3123,1.0,1.0,3.0,5.0,13.0
3124,1.0,1.0,1.0,1.0,2.0
3125,1.0,1.0,1.0,2.0,3.0
3126,51.0,161.0,0.0,0.0,1.0
3127,12.0,25.0,1.5,1.0,2.3
3128,2.0,4.0,1.5,2.0,2.0
3129,51.0,161.0,2.0,2.0,3.0
3130,40.0,44.0,1.0,0.0,1.0
3131,4.0,5.0,2.0,3.0,3.0
3132,1.0,1.0,1.0,0.0,1.0
3133,2.0,2.0,1.0,1.0,1.0
3134,24.0,97.0,2.0,2.0,3.0
3135,1.0,1.0,1.0,1.0,2.0
3136,4.0,8.0,1.0,2.0,2.0
3137,3.0,4.0,1.0,1.0,1.0
3138,1.0,1.0,1.5,3.0,5.0
3139,16.0,25.0,1.0,1.0,1.0
3140,2.0,3.0,1.0,1.0,2.0
3141,0.0,0.0,1.5,5.0,2.3
3142,11.0,11.0,1.0,2.0,4.0
3143,1.0,2.0,1.5,2.0,2.3
3144,109.0,166.0,2.0,3.0,4.0
3145,4.0,9.0,1.5,1.0,0.0
3146,1.0,2.0,3.5,4.0,5.0
3147,3.0,4.0,1.0,0.0,1.0
3148,2.0,5.0,1.0,1.0,1.0
3149,1.0,1.0,1.0,1.0,1.0
3150,2.0,5.0,2.0,3.0,3.0
3151,1.0,1.0,1.0,1.0,1.0
3152,51.0,161.0,1.5,2.0,2.3
3153,1.0,2.0,1.5,1.9,2.3
3154,1.0,3.0,2.0,3.0,3.0
3155,1.0,3.0,1.5,1.0,2.3
3156,1.0,4.0,1.0,1.0,2.0
3157,2.0,3.0,1.0,0.0,4.0
3158,1.0,3.0,1.0,2.0,2.0
3159,1.0,1.0,1.0,1.0,1.0
3160,1.0,1.0,1.0,3.0,1.0
3161,3.0,6.0,1.0,1.0,1.0
3162,3.0,3.0,1.5,2.0,2.0
